REGION_ID,REGIONS,geometry,US_region
1,WestConnectNonEnrolled,"POLYGON ((-114.63652515257367 36.16375285085799, -114.63652333987464 36.163759620526406, -114.63652071751001 36.16376621349915, -114.63651731074017 36.16377256626733, -114.63651315238175 36.16377861763588, -114.63650828249128 36.163784309313, -114.63650274797936 36.16378958647174, -114.6364966021589 36.163794398278235, -114.63648990423144 36.16379869838116, -114.63648271871693 36.163802445358414, -114.6364751148322 36.16380560311605, -114.63646716582414 36.163808141236025, -114.63645894826425 36.16381003526917, -114.63645054131084 36.16381126697068, -114.6364420259467 36.16381182447595, -114.6364334841989 36.16381170241474, -114.6364249983485 36.16381090196304, -114.6364166501382 36.1638094308316, -114.63640851998467 36.16380730319176, -114.6364006862042 36.163804539538816, -114.24282082866614 36.00476813159259, -114.00668805758248 36.09733123588306, -114.00668476065817 36.09733245087723, -113.68821156262872 36.20712758934626, -113.68820355277121 36.207129953298775, -113.6881952943917 36.207131665854355, -113.68818686793142 36.20713271033189, -113.68817835546886 36.207133076557675, -113.68816983992018 36.20713276096465, -113.68816140423151 36.20713176662703, -113.68815313057108 36.20713010323036, -113.68814509952887 36.20712778697727, -113.68813738933152 36.20712484042942, -113.68813007508031 36.207121292288036, -113.68812322801985 36.20711717711408, -113.68811691484397 36.20711253499168, -113.68811119704607 36.207107411137734, -113.68810613032016 36.20710185546137, -113.68810176401853 36.20709592207793, -113.68809814067077 36.20708966878169, -113.68809529556987 36.207083156483016, -113.68809325642805 36.20707644861507, -113.68809204310726 36.20706961051587, -113.67736445180971 36.11468312118799, -113.32676325910913 36.108902298496915, -113.32675492987991 36.108901811516596, -113.32674669827405 36.10890067060434, -113.32673864207598 36.108898886541304, -113.32673083741248 36.108896476186175, -113.32672335803356 36.10889346231569, -113.32671627461521 36.10888987340952, -113.32670965409187 36.10888574338113, -113.32670355902374 36.10888111125723, -113.32669804700566 36.10887602080904, -113.32669317012301 36.108870520138666, -113.32668897445934 36.108864661224594, -113.32668549966098 36.10885849943039, -113.32668277856251 36.10885209298171, -113.32668083687648 36.10884550241592, -113.32667969295026 36.10883879001024, -113.32667935759304 36.10883201919312, -113.3231041090971 34.35820107901916, -113.32310440550323 34.358194396772205, -113.32310548408171 34.358187770103065, -113.32310733460781 34.358181261829905, -113.32310993953897 34.35817493364849, -113.32311327418134 34.35816884554735, -113.3231173069236 34.358163055239224, -113.32312199953697 34.35815761761379, -113.32312730753716 34.35815258421749, -113.3231331806066 34.35814800276482, -113.32313956307091 34.35814391668608, -113.32314639442701 34.358140364715595, -113.32315360991647 34.35813738052465, -113.32316114113948 34.35813499240224, -113.3231689167033 34.35813322298674, -113.32317686289875 34.358132089051715, -113.55211061981757 34.33450492701402, -113.5413835156169 34.24292124510428, -113.54138312343986 34.2429145103183, -113.54138352742319 34.24290777601403, -113.5413847236819 34.2429011069468, -113.54138670071278 34.242894567244676, -113.54138943950501 34.24288821979173, -113.5413929137228 34.242882125623375, -113.54139708995882 34.242876343339496, -113.54140192805532 34.24287092854104, -113.54140738149039 34.24286593329521, -113.54141339782512 34.24286140563495, -113.54141991920807 34.24285738909706, -113.54142688293135 34.24285392230354, -113.54143422203369 34.2428510385902, -113.5414418659443 34.2428487656861, -113.54144974116144 34.242847125446986, -113.54145777195916 34.242846133645074, -113.54146588111556 34.24284579981743, -114.81177632319176 34.231011835354145, -114.81178454755621 34.231012021130944, -114.81179271037948 34.23101287567661, -114.81180073302434 34.23101439075897, -114.81180853820406 34.231016551782545, -114.81181605072676 34.23101933792913, -114.81182319821981 34.23102272235834, -114.8118299118271 34.23102667246617, -114.81183612687232 34.231031150199065, -114.811841783482 34.23103611242052, -114.81184682716238 34.231041511326666, -114.81185120932442 34.23104729490666, -114.81185488775171 34.231053407443916, -114.81185782700739 34.23105979005271, -114.81185999877555 34.231066381245476, -114.81186138213374 34.231073117525284, -114.81186196375488 34.23107993399734, -114.81186173803555 34.23108676499432, -114.81186070714986 34.231093544708926, -114.81185888102874 34.23110020782785, -114.76176366990495 34.37889045051367, -114.7152463290742 34.63542751844104, -114.71524466647607 34.63543428450251, -114.71524220307899 34.63544088164925, -114.71523896299745 34.635447245300334, -114.7152349779491 34.63545331316048, -114.71523028694433 34.63545902583002, -114.71522493590439 34.63546432738627, -114.71521897721172 34.63546916593108, -114.71521246919727 34.635473494098825, -114.71520547556958 34.63547726952006, -114.71519806479088 34.635480455236355, -114.71519030940708 34.635483020062075, -114.71518228533748 34.63548493888961, -114.71517407113157 34.635486192935296, -114.3610532613734 34.67373760978721, -114.57567765511232 34.93514277817476, -114.57568205638492 34.93514874965746, -114.57568571144655 34.93515505327696, -114.57568858374717 34.93516162599877, -114.57569064456419 34.93516840209742, -114.57569187328951 34.93517531381361, -114.57569225763578 34.93518229203193, -114.57569179375929 34.93518926697189, -114.57569048629831 34.93519616888569, -114.57568834832686 34.935202928755814, -114.57568540122394 34.93520947898505, -114.48981285809161 35.09930814867211, -114.49696706180355 35.263027100002766, -114.56132092137283 35.28054030989408, -114.56132864804826 35.28054275621684, -114.56133604943952 35.280545804713825, -114.56134305594802 35.28054942671885, -114.56134960168816 35.28055358817272, -114.5613556251072 35.28055824994366, -114.56136106956401 35.28056336819499, -114.56136588386157 35.28056889479758, -114.5613700227285 35.28057477778232, -114.56137344724478 35.2805809618289, -114.56137612520772 35.28058738878586, -114.56137803143483 35.280593998217526, -114.56137914800055 35.280600727972285, -114.56137946440495 35.280607514766984, -114.56137897767236 35.28061429478213, -114.5613776923795 35.28062100426187, -114.5220298550843 35.435238827160305, -114.63289813399076 35.47893594638427, -114.63290555101833 35.478939240479846, -114.63291253660684 35.47894311457229, -114.63291902319354 35.47894753119263, -114.63292494804173 35.47895244762472, -114.6329302538476 35.47895781631834, -114.6329348892946 35.47896358534905, -114.6329388095496 35.478969698920444, -114.63294197669653 35.47897609790377, -114.63294436010322 35.47898272040974, -114.63294593671759 35.47898950238722, -114.63294669129063 35.478996378242655, -114.65441761069683 35.940976678771484, -114.6544174892553 35.94098366385698, -114.63652613814588 36.1637459697049, -114.63652515257367 36.16375285085799))",West
2,WestConnectNonEnrolled,"POLYGON ((-111.78457944367871 34.03263636047985, -111.78457829363276 34.03264281160074, -111.78457640035951 34.032649140040554, -111.78457378157178 34.032655286591776, -111.78457046177017 34.03266119374854, -111.78456647201389 34.03266680624468, -111.78456184963008 34.03267207157084, -111.78455663786471 34.03267694046576, -111.78455088547794 34.032681367377, -111.78454464628784 34.032685310887345, -111.78453797866705 34.03268873410212, -111.7845309449964 34.03269160499449, -111.7845236110816 34.03269389670503, -111.78451604553722 34.03269558779305, -111.784508319145 34.032696662437196, -111.78450050419153 34.03269711058347, -111.7844926737919 34.03269692803922, -111.34077740926799 34.00303696350064, -111.34076986252072 34.00303613479264, -111.34076244336218 34.003034716613364, -111.34075521801907 34.00303272162233, -111.3407482509878 34.00303016762784, -111.3407416044591 34.00302707742811, -111.34073533776257 34.00302347860778, -111.34072950683725 34.00301940329159, -111.34072416373229 34.003014887857674, -111.34071935614227 34.0030099726128, -111.34071512698141 34.00300470143265, -111.34071151400074 34.00299912137002, -111.3407085494509 34.00299328223489, -111.23695854594922 33.76836714399697, -110.83624506935647 33.80107659890915, -110.83623707416187 33.80107688952622, -110.83622908430401 33.8010765101757, -110.83622118013139 33.801075464672635, -110.8362134411309 33.80107376353112, -110.83620594512824 33.801071423858545, -110.83619876750544 33.80106846918361, -110.83619198044272 33.801064929219564, -110.83618565219264 33.801060839565565, -110.83617984639378 33.801056241348526, -110.83617462143066 33.80105118080963, -110.83617002984668 33.80104570883925, -110.83616611781582 33.8010398804652, -110.83616292467818 33.80103375429931, -110.8361604825445 33.80102739194802, -110.83615881597316 33.8010208573929, -110.8361579417232 33.80101421634722, -110.83615786858601 33.80100753559503, -110.86836417342019 33.05141384826558, -110.86836478911948 33.05140738200355, -110.86836615374354 33.05140099759359, -110.86836825417518 33.05139475640323, -110.86837107022458 33.05138871842346, -110.86837457482343 33.05138294169193, -110.86837873428499 33.051377481735074, -110.86838350862799 33.05137239103456, -110.8683888519609 33.05136771852267, -110.86839471292305 33.051363509112015, -110.8684010351783 33.05135980326391, -110.86840775795652 33.0513566365993, -110.86841481663784 33.05135403955653, -110.86842214337352 33.05135203709873, -110.86842966773834 33.0513506484738, -110.86843731740748 33.05134988702942, -110.86844501885156 33.05134976008487, -111.65567970776615 33.06634440211286, -111.65568719786734 33.066344800864655, -111.6556946095974 33.06634579434482, -111.65570187650052 33.06634737364566, -111.65570893341958 33.06634952460693, -111.6557157170801 33.066352227942566, -111.65572216665764 33.06635545941392, -111.65572822432325 33.066359190046725, -111.65573383576191 33.06636338639119, -111.65573895065951 33.06636801082172, -111.65574352315411 33.06637302187439, -111.65574751224699 33.066378374618644, -111.65575088217044 33.06638402106013, -111.65575360270834 33.066389910571154, -111.71298962366116 33.210169401718474, -112.14233431659625 33.216155686229314, -112.14234206931728 33.21615608754606, -112.14234973907078 33.21615711959281, -112.14235725340316 33.216158772620425, -112.14236454132912 33.21616103101344, -112.14237153400195 33.216163873437786, -112.14237816536418 33.216167273042196, -112.1423843727713 33.21617119771192, -112.14239009758383 33.21617561037205, -112.14239528572108 33.216180469337786, -112.1423998881722 33.21618572870809, -112.14240386145892 33.21619133879957, -112.27480301799532 33.42549737472893, -112.27480656876283 33.425503771012636, -112.27480930262222 33.425510443510845, -112.27481118961259 33.42551731909933, -112.27481220905388 33.425524322428146, -112.29628275037156 33.69091512267267, -112.29628288611895 33.690921746585616, -112.29628224525185 33.69092834977519, -112.2962808339303 33.690934868769, -112.29627866572015 33.69094124090405, -112.29627576146282 33.69094740492893, -112.29627214907492 33.690953301592614, -112.29626786327998 33.6909588742141, -112.29626294527453 33.69096406922718, -112.29625744233233 33.690968836695326, -112.29625140734971 33.690973130791825, -112.29624489833724 33.69097691024014, -112.29623797786213 33.690980138710785, -112.29623071244673 33.690982785170505, -112.29622317192907 33.69098482418059, -112.29621542879157 33.690986236141356, -112.29620755746434 33.69098700748064, -112.29619963360969 33.690987130784144, -111.7845794199577 33.67610153225498, -111.7845798397381 34.03262984703314, -111.78457944367871 34.03263636047985))",West
